암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,신촌연세병원,21,병원,110000,서울,110009,마포구,신수동,"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)",02-337-7582,,19991124,16,1,0,0,15,0,0,0,0,0,0,0,0,,,202406,http://www.scys.co.kr,0.0,126.9337712,37.5525983,0.0341554378635718,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,실로암안과병원,21,병원,110000,서울,110003,강서구,등촌동,"서울특별시 강서구 등촌로 181, (등촌동, 실로암안과병원)",02-2650-0700,,19860218,13,0,0,0,13,0,0,0,0,0,0,0,0,,,202406,http://www.siloam.co.kr,0.0,126.8622776,37.5460226,0.0010330578512396,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,심정병원,21,병원,110000,서울,110004,관악구,신림동,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 2~6층 (신림동)",1588-3330,,20150113,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9156501,37.482352,0.0320893221610925,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,아름제일병원,21,병원,110000,서울,110005,구로구,구로동,"서울특별시 구로구 새말로 94, 2~6층, 9층 / 새말로 110 지하1층동 3~6층 (구로동)",-,,20131001,15,0,0,0,15,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8905378,37.5054584,0.0484706680878929,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,아카시아병원,21,병원,110000,서울,110025,금천구,독산동,"서울특별시 금천구 시흥대로114길 5, (독산동)",02-858-0067,,20031107,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8985537,37.4680986,0.0198402076392507,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,에이치큐브병원,21,병원,110000,서울,110006,도봉구,창동,"서울특별시 도봉구 도봉로 604, (창동)",02-900-2000,,20080131,16,0,0,0,16,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0410736,37.6583201,0.0325242938879302,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,엔플러스병원,21,병원,110000,서울,110007,동대문구,장안동,"서울특별시 동대문구 장한로32길 7, 장안동의료시설 (장안동)",02-6235-7575,,20220526,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0726089,37.5754527,0.0241538764266036,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,연세건우병원,21,병원,110000,서울,110004,관악구,봉천동,"서울특별시 관악구 남부순환로 1814, 대연빌딩 3,4,8,9층 (봉천동)",1644-4630,,20140617,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9516001,37.4810595,0.0057633753806002,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,연세노블병원,21,병원,110000,서울,110015,은평구,녹번동,"서울특별시 은평구 서오릉로 37, (녹번동)",02-384-0009,,20040324,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,http://www.ysnoble.co.kr/,0.0,126.9244756,37.6040714,0.0367172934017853,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,연세무척나은병원,21,병원,110000,서울,110023,광진구,능동,"서울특별시 광진구 천호대로 568, (능동)",02-3425-8200,,20120530,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,http://www.ysks.co.kr,0.0,127.0809144,37.5562714,0.018012489902442,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,연세바로척병원,21,병원,110000,서울,110011,성동구,성수동2가,"서울특별시 성동구 동일로 133, (성수동2가)",1522-7586,,20191213,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0649225,37.5444078,0.0205289128734104,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,연세바른병원,21,병원,110000,서울,110008,동작구,사당동,"서울특별시 동작구 사당로 300, 2·4층일부및3  층 (사당동, 이수자이)",1544-8235,,20110307,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,http://www.yonseibarun.com,0.0,126.9805813,37.4843925,0.0220541021976428,0.2857142857142857,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,연세본병원,21,병원,110000,서울,110019,중랑구,면목동,"서울특별시 중랑구 면목로 310, 4,5,6,7층일부층 (면목동)",02-435-5800,,20160502,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,,,0.0173237846682822,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz,연세사랑모아여성병원,21,병원,110000,서울,110005,구로구,고척동,"서울특별시 구로구 중앙로 100, (고척동)",02-2636-1122,,20140526,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8606071,37.5063641,0.0027548209366391,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjODEjJDEjJDIjJDgz,연세사랑병원,21,병원,110000,서울,110021,서초구,방배동,"서울특별시 서초구 남부순환로 2205, 지하4층~지상6층 (방배동)",02-2046-5201,,20080401,25,0,0,0,25,0,0,0,0,0,0,0,0,,,202406,http://www.yonserang.com,0.0,126.9937383,37.4740477,0.0271287723440833,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,연세산돌병원,21,병원,110000,서울,110019,중랑구,망우동,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",1533-0032,,20230131,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0988923,37.595185,0.0292285465730441,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,연세슬기병원,21,병원,110000,서울,110011,성동구,도선동,"서울특별시 성동구 무학로2길 8, (도선동)",02-2281-0010,,20001010,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0306881,37.5642758,0.0201845602563305,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNzEjJDEjJDgjJDgz,연세우리병원,21,병원,110000,서울,110018,송파구,잠실동,"서울특별시 송파구 백제고분로 185, 2~9층 (잠실동)",02-1533-1755,,20221222,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0873673,37.5048272,0.0208732654904903,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,연세한강병원,21,병원,110000,서울,110009,마포구,마포동,"서울특별시 마포구 마포대로 25, 대농빌딩 2,3,5층 (마포동)",02-1644-3099,,20171228,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,,0.0,126.944877,37.5394563,0.0169794320512023,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,염창환병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 오금로 296, 재정빌딩 지하1층~지상5층 (가락동)",02-514-1249,,20150623,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1253937,37.5035124,0.0003443526170798,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,영동병원,21,병원,110000,서울,110007,동대문구,장안동,"서울특별시 동대문구 한천로 4, (장안동,외1필지(413-8))",02-469-0019,,20090212,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,www.ydh2002.com/,0.0,127.0585634,37.5632524,0.0161429479611297,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,올바로병원,21,병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 명달로 102, 서원빌딩 1-6층 (서초동)",02-587-8875,,20180626,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0043999,37.4862375,0.0280848039520288,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,올바른서울병원,21,병원,110000,서울,110002,강동구,천호동,"서울특별시 강동구 양재대로 1525, 명품빌딩 (천호동)",02-1588-7740,,20160127,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1412951,37.5420953,0.0396452132397108,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,우리들병원,21,병원,110000,서울,110001,강남구,청담동,"서울특별시 강남구 학동로 445, 우리들병원 (청담동)",02-513-8000,,20050303,30,0,0,0,30,0,0,0,0,0,0,0,0,,,202406,https://www.wooridul.co.kr/,0.0,127.0497016,37.5190451,0.0335390287543397,0.0,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,원탑병원,21,병원,110000,서울,110003,강서구,화곡동,"서울특별시 강서구 등촌로 15, 3~6층 (화곡동)",02-2644-3690,,20240604,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8634292,37.5312662,0.0169794320512023,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,웰튼병원,21,병원,110000,서울,110003,강서구,마곡동,"서울특별시 강서구 마곡중앙5로 22, 지하1,2지상4,1층 0,11,12호 (마곡동)",02-2690-2000,,20030502,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,http://www.wellton.co.kr,0.0,126.825303,37.5672498,0.0446827893000141,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,위비앙병원,21,병원,110000,서울,110009,마포구,아현동,"서울특별시 마포구 신촌로 240, (아현동)",02-6207-8811,,20210728,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9524149,37.5569548,0.0003443526170798,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,유광사여성병원,21,병원,110000,서울,110003,강서구,화곡동,"서울특별시 강서구 강서로 194, (화곡동)",02-2608-1011,,19940401,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8388825,37.5435838,0.029319165682802,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,윤호병원,21,병원,110000,서울,110001,강남구,신사동,"서울특별시 강남구 압구정로 304, 윤호병원 (지하1층,지하2층,1층~4층,7층)  (신사동)",02-512-0500,,19920715,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,http://www.yoonhohospital.co.kr,0.0,127.0344243,37.5288504,0.0017217630853994,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,은평연세병원,21,병원,110000,서울,110015,은평구,갈현동,"서울특별시 은평구 연서로 177, (갈현동)",02-388-8114,,20060807,12,0,0,0,12,0,0,0,0,0,0,0,0,,,202406,www.epyonsei.co.kr/,0.0,126.9174726,37.6146994,0.0355328483318913,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인 상원의료재단 강북힘찬병원,21,병원,110000,서울,110006,도봉구,창동,"서울특별시 도봉구 도봉로 446, 강북힘찬병원 (창동)",02-1899-2226,,20091109,14,0,0,0,14,0,0,0,0,0,0,0,0,,,202406,,0.0,127.033394,37.645661,0.025259230402771,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,의료법인 서울효천의료재단 에이치플러스자립병원,21,병원,110000,서울,110005,구로구,구로동,"서울특별시 구로구 공원로6가길 4, 고려 수 타워 (구로동)",02-1577-2588,,20160315,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,126.8916155,37.5019059,0.0003443526170798,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 성누가의료재단 성누가병원,21,병원,110000,서울,110015,은평구,불광동,"서울특별시 은평구 통일로 726, 불광메디컬타워 1~12층 (불광동)",02-1660-0075,,20160121,7,0,0,0,3,1,0,0,1,2,0,0,0,,,202406,,0.0,126.9302534,37.6104968,0.0277404513349489,0.2857142857142857,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인 우리아이들 의료재단 우리아이들병원,21,병원,110000,서울,110005,구로구,구로동,"서울특별시 구로구 새말로 15, 2~10층,11층 일부호 (구로동, 삼전 솔하임)",02-858-0100,,20130422,20,0,0,0,17,2,0,0,1,0,0,0,0,,,202406,,0.0,126.882472,37.5021859,0.0114497245179063,0.0,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz,의료법인 우신향병원,21,병원,110000,서울,110012,성북구,안암동5가,"서울특별시 성북구 안암로 99, (안암동5가)",02-926-7505,,19880329,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202406,http://www.wshmc.co.kr,0.0,127.0312669,37.5848991,0.0205289128734104,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNTEjJDEjJDYjJDgz,의료법인 인봉의료재단 영등포병원,21,병원,110000,서울,110013,영등포구,당산동3가,"서울특별시 영등포구 당산로31길 10, (당산동3가)",02-2635-2809,,19811113,17,0,0,0,17,0,0,0,0,0,0,0,0,,,202406,www.ydphospital.com/,0.0,126.8958262,37.5268545,0.0888612044677341,0.2857142857142857,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인 청해의료재단 제일병원,21,병원,110000,서울,110021,서초구,방배동,"서울특별시 서초구 서초대로 116, (방배동)",02-586-5557,,19980326,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,126.995067,37.4878422,0.0287364151000514,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDIjJDgz,의료법인 춘혜의료재단 명지춘혜재활병원,21,병원,110000,서울,110013,영등포구,대림동,"서울특별시 영등포구 대림로 223, (대림동, 명지춘혜병원)",02-3284-7777,,20101122,11,2,0,0,7,0,0,0,0,0,0,0,2,,,202406,http://mjchoonhey.co.kr,0.0,126.8970446,37.5006662,0.0122491145218417,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,의료법인마리아의료재단마리아병원,21,병원,110000,서울,110007,동대문구,신설동,"서울특별시 동대문구 천호대로 20, (신설동)",02-2234-6555,,20000929,11,0,0,0,11,0,0,0,0,0,0,0,0,,,202406,http://www.mariababy.com,0.0,127.0253291,37.5742265,0.0041322314049586,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인마리아의료재단마리아병원,21,병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 송이로 152, 마리아 의료재단 새병원 (가락동)",02-2152-6555,,20080623,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,,0.0,127.1244081,37.4932775,0.0010330578512396,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz,의료법인서광의료재단 성북중앙병원,21,병원,110000,서울,110012,성북구,종암동,"서울특별시 성북구 종암로 72, (종암동)",02-919-3404,,19880115,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,www.sbja.co.kr/,0.0,127.0356225,37.5967616,0.0283920624829715,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인제민의료재단동서병원,21,병원,110000,서울,110010,서대문구,연희동,"서울특별시 서대문구 성산로 365-14, (연희동)",02-337-1110,,20040302,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202406,http://www.dsoh.co.kr,0.0,126.9302881,37.5646698,0.0003443526170798,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인한국의료재단프라임병원,21,병원,110000,서울,110019,중랑구,묵동,"서울특별시 중랑구 공릉로 76, (묵동)",02-975-7500,,20050329,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202406,http://www.medicook.net/cpinfo/clinic_detail_01.asp?SEQ=83544,0.0,127.0794651,37.6172336,0.0244982290436835,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,인정병원,21,병원,110000,서울,110015,은평구,응암동,"서울특별시 은평구 응암로 164, (응암동)",02-309-0909,,19970221,11,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,www.injunghp.co.kr/,3.0,126.9163519,37.5865312,0.0289748130657221,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,자이비뇨의학과병원,21,병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 서운로 220, 대지스포츠프라자 4층 (서초동)",02-6207-5678,,20220628,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0217872,37.5027161,0.0003443526170798,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,장스여성병원,21,병원,110000,서울,110019,중랑구,망우동,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02-490-4000,,20021025,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0975614,37.5997087,0.0044765840220385,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,장튼위튼병원,21,병원,110000,서울,110004,관악구,봉천동,"서울특별시 관악구 남부순환로 1867, (봉천동)",02-878-7119,,20181001,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202406,,0.0,126.957342,37.4798225,0.0283920624829715,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,정동병원,21,병원,110000,서울,110008,동작구,상도1동,"서울특별시 동작구 양녕로 283, (상도1동)",02-810-7900,,20031226,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,http://www.jungdonghospital.com,0.0,126.9494571,37.5049384,0.0327780273952522,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,제니스병원,21,병원,110000,서울,110023,광진구,구의동,"서울특별시 광진구 자양로 215, (구의동)",02-3436-8888,,20070528,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202406,www.zenithonco.co.kr/,0.0,127.0864991,37.5464849,0.0006887052341597,0.2857142857142857,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,제이여성병원,21,병원,110000,서울,110010,서대문구,홍제동,"서울특별시 서대문구 통일로 442, (홍제동, 제이여성병원)",02-2153-7701,,20150126,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9449345,37.5885092,0.0275974025974025,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,제일정형외과병원,21,병원,110000,서울,110001,강남구,청담동,"서울특별시 강남구 영동대로 726, 경일빌딩1~12층, 14층, 지하1~2층, 지하4~5층 (청담동)",02-501-6868,,20030425,22,0,0,0,22,0,0,0,0,0,0,0,0,,,202406,http://www.cheilos.com,0.0,127.0561257,37.5228163,0.028161830195323,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,조은마디병원,21,병원,110000,서울,110002,강동구,성내동,"서울특별시 강동구 천호대로170길 19, (성내동)",02-487-1121,,20090818,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,www.joeunmadi.co.kr/,0.0,127.1332256,37.5343839,0.0324336747781723,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,조인트힐병원,21,병원,110000,서울,110004,관악구,신림동,"서울특별시 관악구 난곡로 215, (신림동)",02-1899-7272,,20131002,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202406,,0.0,126.9175762,37.4737183,0.0324336747781723,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,지앤지병원,21,병원,110000,서울,110001,강남구,삼성동,"서울특별시 강남구 영동대로 626, 2~10층 (삼성동, GNG병원빌딩)",1522-2030,,20151124,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0597063,37.5162595,0.0208333333333333,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,참바로병원,21,병원,110000,서울,110017,중구,흥인동,"서울특별시 중구 다산로 258, 리마크빌 동대문 2,3층 (흥인동)",02-2234-8585,,20160913,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0166374,37.5657465,0.0169794320512023,0.2857142857142857,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,참튼튼병원,21,병원,110000,서울,110007,동대문구,장안동,"서울특별시 동대문구 답십리로 261, (장안동)",1588-7562,,20110325,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202406,http://seoul.tntnhospital.co.kr,0.0,127.0693818,37.5727378,0.0201845602563305,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,참튼튼병원,21,병원,110000,서울,110022,노원구,상계동,"서울특별시 노원구 노해로 502, 2층, 3층, 5층 (상계동)",02-3392-9100,,20120905,9,1,0,0,8,0,0,0,0,0,0,0,0,,,202406,,0.0,127.0636241,37.654566,0.0201845602563305,0.3571428571428571,0.6
